dt,SubscriberKey,frente,categoria
2025-09-22,CK_XK4184,retencao,churn
2026-02-15,CK_VC5242,produto,cardapio
2025-09-26,CK_pK2570,ciclo,onboarding
2026-02-02,CK_xl9274,ciclo,onboarding
2026-02-26,CK_Qu6634,marca,branding
2025-09-26,CK_Gb0524,retencao,churn
2025-12-07,CK_mK6159,ciclo,onboarding
2026-02-03,CK_HY6875,marca,branding
2026-03-02,CK_fN2813,produto,cardapio
2025-11-13,CK_gg0862,retencao,churn
2025-09-21,CK_hB7005,produto,pagamento
2025-10-28,CK_dt8829,produto,pagamento
2026-03-18,CK_aG9691,produto,cardapio
2026-03-03,CK_Hw2147,receita,ads
2025-11-05,CK_oq6863,marca,branding
2025-10-09,CK_Hp5243,marca,branding
2026-02-01,CK_Cr2141,marca,branding
2025-09-19,CK_gI0204,receita,ads
2025-12-27,CK_QC1043,receita,ads
2026-02-21,CK_fu7572,retencao,churn
2025-10-25,CK_DM6244,marca,branding
2026-03-06,CK_yy6567,retencao,churn
2026-03-12,CK_gu1659,produto,pagamento
2025-10-28,CK_pL1566,ciclo,onboarding
2026-02-21,CK_uu1253,retencao,churn
2026-02-21,CK_Xb1069,receita,ads
2025-10-29,CK_wT3125,retencao,churn
2026-01-05,CK_GJ1945,produto,cardapio
2025-11-26,CK_vW5375,produto,cardapio
2025-10-06,CK_AR4124,retencao,churn
2025-12-16,CK_SY4757,produto,cardapio
2025-10-01,CK_Do5063,ciclo,onboarding
2025-09-23,CK_YW6291,ciclo,onboarding
2026-02-02,CK_LQ4508,receita,ads
2026-01-12,CK_FX1119,ciclo,onboarding
2025-12-09,CK_lD6570,produto,cardapio
2025-10-07,CK_QW9503,ciclo,onboarding
2025-10-07,CK_TS3869,receita,ads
2025-11-08,CK_xt6850,ciclo,onboarding
2026-01-30,CK_pe2521,produto,cardapio
2025-12-01,CK_dt3906,ciclo,onboarding
2025-11-27,CK_Lk9407,produto,cardapio
2026-01-21,CK_qn6604,receita,ads
2025-12-29,CK_da6289,produto,pagamento
2026-03-05,CK_It5782,ciclo,onboarding
2025-10-22,CK_Ws6608,marca,branding
2026-01-27,CK_BV8986,retencao,churn
2026-01-19,CK_ll4909,receita,ads
2026-02-25,CK_Fl5228,retencao,churn
2026-03-11,CK_GQ1363,produto,pagamento
2025-10-11,CK_li5161,retencao,churn
2025-12-23,CK_Up5111,produto,cardapio
2025-09-23,CK_sW5379,produto,cardapio
2026-02-13,CK_ws7902,produto,cardapio
2025-11-10,CK_iw1184,retencao,churn
2026-01-10,CK_gB2650,retencao,churn
2026-02-19,CK_MU5862,produto,cardapio
2026-03-17,CK_cT1688,retencao,churn
2025-10-27,CK_Ul4234,retencao,churn
2025-11-22,CK_cw0707,receita,ads
2026-03-05,CK_Qq2023,produto,pagamento
2026-01-15,CK_lt3435,marca,branding
2026-03-16,CK_Kg3424,marca,branding
2025-09-30,CK_AR0291,produto,cardapio
2025-09-30,CK_bM5715,ciclo,onboarding
2026-01-05,CK_VF3736,produto,cardapio
2026-02-11,CK_Sc9990,retencao,churn
2026-02-13,CK_Zr7454,receita,ads
2025-11-05,CK_ta8077,marca,branding
2026-01-19,CK_vo1137,receita,ads
2026-01-26,CK_NQ3063,marca,branding
2025-11-20,CK_UU3008,retencao,churn
2025-11-15,CK_Sg0650,retencao,churn
2026-02-26,CK_qi7365,produto,cardapio
2025-11-18,CK_zg3966,produto,cardapio
2025-11-23,CK_EB6791,produto,pagamento
2026-03-09,CK_TW3836,receita,ads
2025-10-03,CK_RD2437,receita,ads
2025-12-31,CK_Cn9125,ciclo,onboarding
2025-11-23,CK_ke4186,produto,cardapio
2025-12-31,CK_DI2542,ciclo,onboarding
2025-12-16,CK_wP9425,retencao,churn
2025-11-18,CK_DG9073,retencao,churn
2026-03-13,CK_Nf4601,receita,ads
2026-02-22,CK_PI1577,ciclo,onboarding
2026-03-14,CK_Sz2923,marca,branding
2025-11-23,CK_Aa2283,marca,branding
2026-01-17,CK_sK6461,receita,ads
2025-12-30,CK_eL6078,marca,branding
2025-11-04,CK_ec7068,marca,branding
2025-10-15,CK_oT8997,marca,branding
2026-03-07,CK_kP6844,produto,cardapio
2025-09-18,CK_pL3619,receita,ads
2025-09-24,CK_nL4034,receita,ads
2026-02-04,CK_bR3044,produto,pagamento
2025-12-19,CK_nY2948,produto,pagamento
2026-01-17,CK_VL7501,produto,cardapio
2025-09-18,CK_xD9083,marca,branding
2025-12-09,CK_de6968,marca,branding
2025-11-02,CK_XR0957,retencao,churn
2026-02-01,CK_wU4510,produto,pagamento
2025-12-05,CK_HQ9357,marca,branding
2026-02-20,CK_Dc1441,produto,cardapio
2026-03-09,CK_gK8684,receita,ads
2025-09-30,CK_nY2174,retencao,churn
2026-03-11,CK_MS9245,marca,branding
2025-10-06,CK_dy0491,produto,cardapio
2026-02-25,CK_yX9729,produto,pagamento
2025-09-24,CK_Ml7903,produto,cardapio
2025-12-01,CK_Av5551,retencao,churn
2025-12-15,CK_nw9728,retencao,churn
2025-12-13,CK_XT4495,ciclo,onboarding
2025-10-14,CK_so9418,receita,ads
2025-09-25,CK_zF6579,marca,branding
2025-09-29,CK_og4091,produto,cardapio
2025-11-09,CK_fj6442,ciclo,onboarding
2025-12-05,CK_jI5391,marca,branding
2025-11-11,CK_WO6913,marca,branding
2025-11-20,CK_PE3788,marca,branding
2026-03-09,CK_lR0310,marca,branding
2026-01-25,CK_mR3924,ciclo,onboarding
2026-03-09,CK_or7922,ciclo,onboarding
2025-12-21,CK_ob1039,retencao,churn
2026-02-13,CK_Ic1618,produto,pagamento
2025-10-21,CK_mm8902,produto,cardapio
2026-01-08,CK_rp3816,produto,pagamento
2026-03-11,CK_Og2280,marca,branding
2026-01-13,CK_bZ0564,ciclo,onboarding
2026-02-12,CK_iw1772,ciclo,onboarding
2025-11-08,CK_BT8857,marca,branding
2025-10-05,CK_rb5512,marca,branding
2025-10-04,CK_Qk6229,produto,cardapio
2025-11-20,CK_yi1161,marca,branding
2026-02-22,CK_wb0501,produto,pagamento
2025-12-18,CK_SL9893,marca,branding
2026-01-05,CK_wZ5273,ciclo,onboarding
2025-10-14,CK_AR4124,receita,ads
2025-10-27,CK_Xz6484,receita,ads
2026-02-23,CK_xV0825,produto,cardapio
2026-01-13,CK_Cb7282,marca,branding
2026-02-02,CK_WA1142,produto,pagamento
2026-02-17,CK_hh9450,ciclo,onboarding
2025-12-12,CK_Es4276,produto,pagamento
2025-09-19,CK_TF1517,produto,cardapio
2025-11-26,CK_Zc5036,produto,pagamento
2026-01-20,CK_mi6796,produto,pagamento
2026-01-14,CK_Rh9866,produto,cardapio
2025-10-13,CK_as6584,produto,pagamento
2025-10-31,CK_Bf0767,produto,cardapio
2026-02-03,CK_pq7983,retencao,churn
2026-03-13,CK_nt2730,retencao,churn
2026-03-18,CK_KM5682,produto,pagamento
2026-02-03,CK_wS3211,marca,branding
2025-10-22,CK_GN3907,produto,pagamento
2025-12-29,CK_jI7184,produto,pagamento
2026-03-02,CK_Xz6484,retencao,churn
2026-01-18,CK_TI1289,retencao,churn
2026-01-16,CK_EQ4310,produto,cardapio
2025-11-18,CK_Fn4289,retencao,churn
2025-12-11,CK_Ak2177,produto,pagamento
2025-11-23,CK_Es8144,ciclo,onboarding
2025-10-13,CK_Ng1164,produto,cardapio
2025-11-12,CK_NC4907,produto,pagamento
2025-12-15,CK_bG9744,receita,ads
2025-09-25,CK_kq7925,retencao,churn
2025-12-22,CK_lr1307,receita,ads
2026-01-23,CK_gG9273,produto,cardapio
2026-01-21,CK_HE1006,ciclo,onboarding
2025-12-08,CK_fq8611,produto,cardapio
2025-10-11,CK_Zl7945,ciclo,onboarding
2026-02-25,CK_ce1495,produto,cardapio
2026-02-25,CK_gJ4542,produto,cardapio
2025-11-23,CK_vV6298,receita,ads
2025-10-27,CK_wq5166,produto,cardapio
2025-10-16,CK_Rn8276,marca,branding
2026-02-19,CK_AR0291,produto,pagamento
2025-11-13,CK_Bg0783,marca,branding
2025-12-29,CK_Xe9832,produto,pagamento
2025-10-16,CK_xp5989,produto,pagamento
2026-02-14,CK_eh9189,ciclo,onboarding
2026-02-04,CK_rX8331,produto,pagamento
2025-10-17,CK_bb8130,ciclo,onboarding
2025-10-11,CK_eU4677,retencao,churn
2025-09-28,CK_hu8624,marca,branding
2026-02-24,CK_RB3580,produto,cardapio
2025-10-26,CK_ik3892,receita,ads
2025-12-23,CK_Fl5228,retencao,churn
2025-12-10,CK_Wo3480,produto,cardapio
2026-03-01,CK_Oe2570,produto,pagamento
2026-01-20,CK_nJ4242,receita,ads
2025-10-13,CK_jl0384,retencao,churn
2026-03-10,CK_rS1797,produto,pagamento
2026-02-21,CK_kv6551,produto,pagamento
2025-10-01,CK_iZ9723,retencao,churn
2026-02-28,CK_qE9589,ciclo,onboarding
2025-12-02,CK_bb8130,ciclo,onboarding
2025-12-04,CK_NE8159,produto,pagamento
2025-11-23,CK_lj7056,produto,pagamento
2026-02-07,CK_ml5608,ciclo,onboarding
2025-09-23,CK_dd9805,retencao,churn
2025-12-24,CK_Nw6279,retencao,churn
2026-02-10,CK_su4600,retencao,churn
2026-03-15,CK_Jk7120,produto,pagamento
2026-01-31,CK_NY7119,produto,cardapio
2026-03-01,CK_lt4233,ciclo,onboarding
2025-10-03,CK_DP2908,produto,pagamento
2025-11-14,CK_Lk3009,ciclo,onboarding
2025-10-18,CK_wQ6492,ciclo,onboarding
2025-10-26,CK_Md6700,produto,cardapio
2025-12-17,CK_Yd5347,receita,ads
2026-02-19,CK_pY2997,receita,ads
2026-02-13,CK_sq5207,receita,ads
2025-10-10,CK_JD0026,produto,pagamento
2026-03-07,CK_GN9004,retencao,churn
2025-11-07,CK_eJ2925,retencao,churn
2025-11-06,CK_JB7304,produto,pagamento
2025-10-27,CK_Yk8508,retencao,churn
2025-11-23,CK_Bg4789,marca,branding
2025-09-25,CK_lJ5594,produto,pagamento
2025-12-25,CK_Yy3041,produto,pagamento
2026-02-14,CK_yK1601,produto,pagamento
2026-01-03,CK_zL9701,ciclo,onboarding
2026-02-11,CK_Oc3202,produto,cardapio
2026-02-15,CK_Jr0460,receita,ads
2025-09-25,CK_Ji8559,produto,pagamento
2026-01-02,CK_vs9346,produto,cardapio
2025-12-01,CK_tG7675,produto,pagamento
2025-09-21,CK_NM8436,ciclo,onboarding
2026-01-29,CK_LI2455,retencao,churn
2026-03-05,CK_bA7045,produto,cardapio
2026-02-25,CK_nX2643,retencao,churn
2025-11-30,CK_XZ0974,marca,branding
2025-11-10,CK_cd7463,retencao,churn
2025-12-23,CK_iV0240,produto,cardapio
2025-11-25,CK_YY6064,ciclo,onboarding
2025-12-22,CK_nJ4242,ciclo,onboarding
2025-11-12,CK_vp9731,marca,branding
2025-10-17,CK_of9298,retencao,churn
2025-10-21,CK_vP0880,produto,cardapio
2025-12-11,CK_gB7480,retencao,churn
2025-11-28,CK_Yn4989,marca,branding
2025-11-21,CK_Fc7219,produto,cardapio
2025-11-18,CK_dg2662,produto,pagamento
2026-01-22,CK_xT8214,receita,ads
2026-02-18,CK_uR2235,ciclo,onboarding
2026-02-27,CK_xB0883,produto,cardapio
2025-11-14,CK_EP3306,retencao,churn
2025-10-13,CK_cK5136,marca,branding
2025-10-20,CK_Pb5146,retencao,churn
2025-12-17,CK_Id7311,produto,cardapio
2025-09-22,CK_dv4628,marca,branding
2026-01-06,CK_Dk7644,ciclo,onboarding
2025-10-14,CK_mQ1805,produto,cardapio
2025-11-22,CK_CD7012,produto,cardapio
2026-01-25,CK_jf4666,produto,pagamento
2026-02-15,CK_eZ6463,marca,branding
2025-11-14,CK_Lr6749,retencao,churn
2025-11-08,CK_yQ1556,produto,cardapio
2026-02-22,CK_nB4276,ciclo,onboarding
2026-02-04,CK_KV0174,produto,cardapio
2025-10-19,CK_iG4599,produto,pagamento
2025-12-04,CK_Tv6005,receita,ads
2025-09-28,CK_ej4517,receita,ads
2026-03-12,CK_YO4339,produto,cardapio
2025-11-22,CK_Ri9930,retencao,churn
2025-10-22,CK_fj6442,receita,ads
2026-02-09,CK_Pb5146,produto,pagamento
2026-03-15,CK_yy4204,produto,pagamento
2026-01-07,CK_cl0511,produto,cardapio
2025-12-09,CK_sR1006,produto,cardapio
2026-01-22,CK_ol8909,marca,branding
2025-10-21,CK_Sw3920,receita,ads
2025-09-21,CK_Ts3595,ciclo,onboarding
2026-03-04,CK_oU0972,receita,ads
2025-10-28,CK_OY1416,produto,pagamento
2025-11-15,CK_ag8764,receita,ads
2026-02-26,CK_xD9083,marca,branding
2025-12-09,CK_Vc6891,produto,cardapio
2025-10-28,CK_CW3199,marca,branding
2025-10-20,CK_Wq7357,marca,branding
2025-09-27,CK_qy7530,receita,ads
2026-01-03,CK_HV2887,marca,branding
2025-12-21,CK_LP2910,produto,cardapio
2026-01-26,CK_Pq1527,produto,pagamento
2025-10-27,CK_ig5160,retencao,churn
2025-10-14,CK_Cj1179,retencao,churn
2025-10-29,CK_sP5878,ciclo,onboarding
2025-09-30,CK_BF3734,retencao,churn
2025-12-16,CK_RF7520,ciclo,onboarding
2026-01-12,CK_It5782,produto,pagamento
2025-10-25,CK_kf1563,ciclo,onboarding
2026-01-29,CK_SL3875,marca,branding
2025-10-24,CK_ZN1179,receita,ads
2025-11-11,CK_ou9837,receita,ads
2025-12-15,CK_OT5865,produto,pagamento
2025-12-12,CK_iS7621,receita,ads
2025-12-06,CK_gQ7631,receita,ads
2025-09-29,CK_PW0396,marca,branding
2026-02-06,CK_Wa1004,produto,pagamento
2026-03-11,CK_cQ7768,receita,ads
2025-11-15,CK_Ah6383,produto,pagamento
2025-12-25,CK_vt1332,ciclo,onboarding
2025-12-20,CK_WJ2164,ciclo,onboarding
2025-12-10,CK_vo6339,marca,branding
2026-02-12,CK_ZG4539,marca,branding
2026-03-18,CK_XJ6387,produto,pagamento
2025-11-11,CK_Na0910,receita,ads
2026-02-13,CK_eD0666,produto,pagamento
2026-02-10,CK_PA3334,retencao,churn
2026-02-21,CK_LX3490,receita,ads
2026-03-03,CK_yc6376,produto,pagamento
2026-01-03,CK_an3611,ciclo,onboarding
2025-09-30,CK_ph8708,retencao,churn
2026-01-19,CK_MM3186,produto,cardapio
2026-02-26,CK_fG1397,produto,cardapio
2025-12-31,CK_Bu9836,retencao,churn
2025-10-28,CK_Wg8151,produto,cardapio
2025-09-23,CK_cd1477,produto,cardapio
2025-11-01,CK_Xl8565,produto,pagamento
2025-12-16,CK_EZ8424,receita,ads
2025-12-20,CK_nX3481,ciclo,onboarding
2025-11-15,CK_Ic1618,receita,ads
2025-12-23,CK_eq1993,produto,pagamento
2025-10-06,CK_mD4133,produto,pagamento
2025-11-06,CK_HT2239,marca,branding
2026-02-06,CK_Tt6383,produto,cardapio
2026-01-22,CK_Br7212,produto,cardapio
2026-01-13,CK_Hw0407,retencao,churn
2026-01-12,CK_Zr9448,produto,pagamento
2025-10-11,CK_GS9812,retencao,churn
2025-12-30,CK_mi0705,receita,ads
2026-02-21,CK_he2047,receita,ads
2025-10-24,CK_EQ8781,receita,ads
2025-12-24,CK_ga0768,retencao,churn
2025-12-01,CK_cU0948,ciclo,onboarding
2026-01-10,CK_wo6599,produto,pagamento
2025-12-11,CK_Pp4240,ciclo,onboarding
2025-09-22,CK_gv3389,produto,pagamento
2025-11-29,CK_MA2851,retencao,churn
2025-10-06,CK_gE9550,marca,branding
2026-01-27,CK_Mq5699,produto,pagamento
2026-03-10,CK_gS3372,receita,ads
2025-11-21,CK_zT5996,ciclo,onboarding
2026-02-11,CK_Pp8610,ciclo,onboarding
2025-09-25,CK_Pk2041,retencao,churn
2026-03-07,CK_mm8902,ciclo,onboarding
2026-02-12,CK_eb1994,retencao,churn
2026-01-10,CK_ea6641,receita,ads
2025-10-10,CK_vv2315,ciclo,onboarding
2025-12-22,CK_Us3677,ciclo,onboarding
2026-02-10,CK_FO5510,produto,cardapio
2026-01-06,CK_FX1119,produto,cardapio
2025-11-26,CK_GX8861,produto,cardapio
2025-10-07,CK_Ur4216,ciclo,onboarding
2025-11-25,CK_TW1523,receita,ads
2025-12-23,CK_nP4694,receita,ads
2025-09-23,CK_jX6170,retencao,churn
2025-12-16,CK_PP6334,receita,ads
2026-01-30,CK_Gm0546,ciclo,onboarding
2025-12-07,CK_Ig4167,produto,cardapio
2025-10-11,CK_Qv7871,produto,pagamento
2025-12-10,CK_zz6127,ciclo,onboarding
2025-09-19,CK_fZ1372,ciclo,onboarding
2025-10-02,CK_IS7784,receita,ads
2025-10-22,CK_VM3527,produto,pagamento
2025-12-02,CK_nL4034,retencao,churn
2025-10-27,CK_XR0957,marca,branding
2025-10-09,CK_RX8585,retencao,churn
2026-02-03,CK_Ym8499,ciclo,onboarding
2025-10-18,CK_xY0586,ciclo,onboarding
2026-02-24,CK_ci0342,marca,branding
2025-10-22,CK_Oj3976,receita,ads
2025-11-28,CK_sS1707,produto,pagamento
2025-11-25,CK_Aj3865,produto,pagamento
2026-02-25,CK_UY5186,retencao,churn
2025-09-30,CK_Om6533,produto,cardapio
2025-10-05,CK_Om8132,ciclo,onboarding
2026-01-10,CK_Dn2767,produto,cardapio
2026-03-17,CK_Fp1597,retencao,churn
2025-12-03,CK_Lh6871,ciclo,onboarding
2025-09-19,CK_mP0777,ciclo,onboarding
2025-11-05,CK_HP6921,ciclo,onboarding
2025-11-18,CK_Nj1103,retencao,churn
2025-10-15,CK_lI6169,receita,ads
2025-12-01,CK_aq9429,retencao,churn
2025-12-27,CK_Lu5384,receita,ads
2025-10-10,CK_sq4568,produto,cardapio
2026-03-08,CK_sj8472,produto,pagamento
2025-09-30,CK_CM0356,ciclo,onboarding
2026-02-15,CK_ix3910,ciclo,onboarding
2025-11-11,CK_ae0325,produto,pagamento
2025-12-08,CK_IZ5369,produto,cardapio
2026-01-02,CK_mU7524,marca,branding
2025-09-18,CK_fj6404,retencao,churn
2025-10-11,CK_KC7580,retencao,churn
2025-11-02,CK_dr5209,receita,ads
2025-12-17,CK_az1552,produto,pagamento
2025-10-07,CK_Yy4975,receita,ads
2026-03-09,CK_vr4483,retencao,churn
2026-01-23,CK_tr6224,receita,ads
2026-02-08,CK_At6423,produto,pagamento
2025-10-11,CK_sa6069,produto,pagamento
2026-03-10,CK_Vu1491,produto,cardapio
2025-11-23,CK_pG2983,ciclo,onboarding
2026-02-17,CK_Xe5128,produto,cardapio
2025-10-10,CK_Dv0509,produto,cardapio
2025-10-21,CK_cc2906,retencao,churn
2026-02-13,CK_UA0067,retencao,churn
2026-02-12,CK_AQ4485,produto,cardapio
2025-10-25,CK_xY8421,produto,pagamento
2025-11-11,CK_qv8552,ciclo,onboarding
2026-01-08,CK_AM9051,ciclo,onboarding
2026-02-04,CK_ZF2849,retencao,churn
2026-01-12,CK_qz6857,retencao,churn
2025-11-16,CK_dt8829,produto,cardapio
2026-01-26,CK_no8260,ciclo,onboarding
2026-03-11,CK_Lb5042,retencao,churn
2025-10-25,CK_hW8847,produto,pagamento
2026-03-14,CK_yf2713,retencao,churn
2025-10-02,CK_FY3292,marca,branding
2025-10-13,CK_oi1043,produto,cardapio
2026-03-09,CK_GG9427,marca,branding
2026-01-30,CK_BZ4839,produto,cardapio
2026-01-14,CK_ee6241,retencao,churn
2025-11-08,CK_sL0500,produto,cardapio
2026-03-17,CK_Hg8080,receita,ads
2025-10-26,CK_AY5394,ciclo,onboarding
2026-02-13,CK_CJ0319,ciclo,onboarding
2026-02-09,CK_Dl3326,ciclo,onboarding
2025-12-23,CK_WQ2385,ciclo,onboarding
2025-11-27,CK_Ti1187,produto,cardapio
2026-02-27,CK_jZ2000,produto,cardapio
2025-12-10,CK_Kp5424,receita,ads
2025-09-20,CK_Yz1962,retencao,churn
2025-09-30,CK_Oe0448,produto,pagamento
2025-12-25,CK_wb5884,retencao,churn
2025-12-24,CK_rd7535,produto,cardapio
2026-02-20,CK_AH5789,receita,ads
2025-11-21,CK_vp9731,retencao,churn
2026-01-20,CK_Bg0783,produto,cardapio
2025-11-12,CK_bn6947,produto,cardapio
2025-11-11,CK_yK7123,receita,ads
2026-01-09,CK_bG9744,ciclo,onboarding
2025-10-07,CK_qE9589,produto,cardapio
2025-10-07,CK_EL2096,marca,branding
2026-03-14,CK_Ii9103,produto,cardapio
2025-10-15,CK_Yi5466,retencao,churn
2025-11-10,CK_Kj1080,receita,ads
2025-12-08,CK_Af4504,receita,ads
2026-03-12,CK_TD1485,produto,cardapio
2026-01-01,CK_fX8006,marca,branding
2025-12-18,CK_aG9691,produto,pagamento
2025-11-03,CK_JA7008,ciclo,onboarding
2025-10-06,CK_lR8014,produto,cardapio
2025-11-22,CK_Rh1807,ciclo,onboarding
2026-02-19,CK_bb8130,produto,pagamento
2025-09-21,CK_gM7279,receita,ads
2025-11-19,CK_SD8450,retencao,churn
2026-01-22,CK_zf4455,marca,branding
2025-12-09,CK_ag8764,produto,pagamento
2026-02-21,CK_OY5964,produto,cardapio
2025-11-03,CK_Ms0634,ciclo,onboarding
2026-02-26,CK_ua8044,ciclo,onboarding
2025-10-08,CK_Ju2599,retencao,churn
2025-12-28,CK_cJ5622,marca,branding
2026-01-20,CK_Zf7584,marca,branding
2026-01-22,CK_yz9111,retencao,churn
2026-01-11,CK_rr2634,ciclo,onboarding
2025-11-06,CK_wp4307,produto,cardapio
2025-12-01,CK_uu3228,produto,cardapio
2026-01-22,CK_TV8485,produto,pagamento
2025-10-22,CK_rO1715,ciclo,onboarding
2025-11-11,CK_DL9010,receita,ads
2025-11-17,CK_fm4818,receita,ads
2026-03-08,CK_Uo8682,produto,cardapio
2025-10-30,CK_gJ4542,receita,ads
2026-01-08,CK_rj8571,retencao,churn
2025-12-28,CK_mh8803,receita,ads
2025-09-19,CK_BJ8573,marca,branding
2025-12-12,CK_zL4656,produto,cardapio
2025-10-12,CK_dM0091,produto,cardapio
2025-09-22,CK_YR5814,retencao,churn
2026-02-16,CK_Oe7495,retencao,churn
2026-02-04,CK_mo2357,retencao,churn
2026-02-20,CK_Li9921,produto,cardapio
2026-01-29,CK_qf1980,receita,ads
2025-11-20,CK_Dk7157,produto,cardapio
2026-03-18,CK_PT9988,produto,pagamento
2025-11-07,CK_Ng1164,ciclo,onboarding
2025-12-25,CK_dr0512,receita,ads
2025-09-27,CK_ku8498,marca,branding
2025-10-12,CK_Sx1684,ciclo,onboarding
2025-12-08,CK_WA1142,ciclo,onboarding
2025-12-15,CK_Uy8835,receita,ads
2025-11-26,CK_JJ9143,marca,branding
2025-09-19,CK_Sh5169,produto,pagamento
2025-10-05,CK_Uu6931,retencao,churn
2026-03-16,CK_Ul5313,marca,branding
2025-12-04,CK_ma6482,produto,cardapio
2025-12-06,CK_Rz3301,receita,ads
2025-12-15,CK_OT3973,receita,ads
2025-11-18,CK_hU7982,produto,cardapio
2025-12-09,CK_Ao0838,produto,cardapio
2025-10-23,CK_WB7973,produto,cardapio
2026-01-28,CK_ZN0713,marca,branding
2026-02-14,CK_BV8986,receita,ads
2025-11-03,CK_jG7762,retencao,churn
2025-11-06,CK_hi4742,receita,ads
2026-02-27,CK_BG3296,ciclo,onboarding
2025-10-10,CK_Kp6011,receita,ads
2026-02-12,CK_Ff9620,retencao,churn
2025-09-24,CK_vY9354,produto,cardapio
2025-12-07,CK_Fn4208,receita,ads
2025-11-11,CK_DM6244,retencao,churn
2025-10-14,CK_UY1825,ciclo,onboarding
2026-01-30,CK_Iy0260,receita,ads
2025-09-19,CK_Qq7683,produto,cardapio
2026-02-03,CK_za0373,produto,pagamento
2025-12-28,CK_Qq2023,produto,pagamento
2025-09-20,CK_Rh9866,retencao,churn
2025-10-26,CK_Zl7877,produto,pagamento
2025-11-07,CK_YO4339,ciclo,onboarding
2025-10-24,CK_Zu1321,produto,pagamento
2026-01-28,CK_QV2675,receita,ads
2025-10-06,CK_PX8714,produto,cardapio
2026-01-20,CK_Cy7941,ciclo,onboarding
2025-12-21,CK_fY6111,receita,ads
2025-10-18,CK_vs6037,ciclo,onboarding
2025-12-08,CK_SY4757,retencao,churn
2026-01-29,CK_rl2787,retencao,churn
2025-11-20,CK_gj1329,receita,ads
2025-11-06,CK_dz8579,produto,pagamento
2026-02-13,CK_yw8189,retencao,churn
2025-12-11,CK_yi7014,receita,ads
2025-10-31,CK_JX7054,produto,pagamento
2025-10-26,CK_hl8685,ciclo,onboarding
2025-11-04,CK_tK6229,ciclo,onboarding
2026-02-21,CK_Zd6667,marca,branding
2025-10-10,CK_kM8019,retencao,churn
2025-11-14,CK_dB6611,produto,cardapio
2025-12-22,CK_Dl3326,produto,pagamento
2025-12-22,CK_gQ5541,marca,branding
2026-03-13,CK_bE5821,retencao,churn
2026-02-18,CK_nq5237,ciclo,onboarding
2026-01-15,CK_Yg3154,ciclo,onboarding
2026-02-02,CK_VB9143,marca,branding
2026-03-01,CK_ou5296,retencao,churn
2025-10-18,CK_fc7024,receita,ads
2026-03-01,CK_Jd2038,marca,branding
2026-02-20,CK_BF7312,marca,branding
2026-02-23,CK_Rs1009,receita,ads
2025-10-28,CK_ow2916,produto,pagamento
2025-09-22,CK_KZ4389,retencao,churn
2026-03-12,CK_UY2895,receita,ads
2025-10-21,CK_OE9074,receita,ads
2026-03-07,CK_Jh2786,produto,cardapio
2025-11-04,CK_KE8305,marca,branding
2025-11-29,CK_Dz3765,ciclo,onboarding
2026-01-01,CK_vR3938,receita,ads
2025-10-23,CK_pI4711,receita,ads
2025-12-21,CK_pF4482,produto,cardapio
2025-12-17,CK_EL2096,marca,branding
2025-10-08,CK_rP5302,receita,ads
2026-03-06,CK_Ly0032,ciclo,onboarding
2026-02-27,CK_KJ3088,produto,pagamento
2025-11-19,CK_jy8981,retencao,churn
2026-02-26,CK_Pl6156,produto,pagamento
2026-02-26,CK_FD0758,produto,cardapio
2026-01-26,CK_gA4038,ciclo,onboarding
2026-01-29,CK_RL1287,retencao,churn
2025-10-13,CK_er3982,produto,cardapio
2025-10-21,CK_EP9889,produto,cardapio
2025-10-03,CK_dh2555,produto,pagamento
2026-01-20,CK_TN0586,receita,ads
2026-01-10,CK_st5899,produto,cardapio
2025-10-17,CK_HD1197,retencao,churn
2026-01-28,CK_eC7312,receita,ads
2025-09-26,CK_Jk6393,marca,branding
2026-01-30,CK_ZG4539,marca,branding
2025-09-20,CK_xN8414,produto,cardapio
2025-10-15,CK_Jv1089,produto,cardapio
2026-01-17,CK_Te1943,produto,cardapio
2025-11-08,CK_mS6209,produto,pagamento
2026-03-13,CK_HU5164,retencao,churn
2026-03-19,CK_OI1457,ciclo,onboarding
2025-10-22,CK_ns4070,receita,ads
2026-01-20,CK_fw3765,retencao,churn
2025-12-26,CK_dv8949,produto,pagamento
2026-01-13,CK_Dg4912,ciclo,onboarding
2025-12-28,CK_Gj1166,ciclo,onboarding
2025-11-25,CK_xI2038,ciclo,onboarding
2026-02-05,CK_gp4674,receita,ads
2025-10-26,CK_pI4672,retencao,churn
2026-02-17,CK_rU7412,marca,branding
2026-02-10,CK_Wk8044,retencao,churn
2025-10-10,CK_Xr0629,ciclo,onboarding
2025-11-14,CK_yx2026,marca,branding
2026-01-29,CK_RR2839,retencao,churn
2025-10-31,CK_xt4376,marca,branding
2025-10-24,CK_sU1430,marca,branding
2025-11-26,CK_nv9603,produto,cardapio
2025-12-30,CK_Ov8548,receita,ads
2026-01-13,CK_TK2570,produto,cardapio
2025-10-22,CK_cs2041,produto,cardapio
2026-02-24,CK_gu6492,marca,branding
2025-12-19,CK_ka0659,marca,branding
2026-01-29,CK_Pr6809,marca,branding
2026-03-05,CK_La4651,produto,pagamento
2026-01-08,CK_Qe2447,produto,pagamento
2026-01-06,CK_mC6520,marca,branding
2025-12-14,CK_MV1564,produto,pagamento
2026-01-23,CK_au4811,produto,cardapio
