merchant_id,contact_key_id,performance_classification,state,city,merchant_city_maturity,top_restaurants,status_saturacao,contract_mode
MRC_02421,CK_LU3446,gold,PE,Caruaru,low,False,atencao,basico
MRC_02422,CK_qJ4596,bronze,BA,Feira de Santana,low,False,ok,basico
MRC_02423,CK_jg8319,gold,MG,Juiz de Fora,high,False,ok,basico
MRC_02424,CK_Kg3424,bronze,SC,Joinville,low,False,ok,basico
MRC_02425,CK_vK2896,bronze,PR,Londrina,medium,False,ok,basico
MRC_02426,CK_QE9949,silver,BA,Salvador,medium,True,ok,basico
MRC_02427,CK_nf3203,bronze,PR,Londrina,low,False,ok,basico
MRC_02428,CK_Ea9222,gold,BA,Feira de Santana,medium,False,saturado,basico
MRC_02429,CK_GZ5102,bronze,PE,Recife,medium,True,ok,basico
MRC_02430,CK_tG7675,gold,CE,Juazeiro do Norte,medium,False,atencao,pro
MRC_02431,CK_yX1386,silver,PR,Curitiba,medium,False,ok,basico
MRC_02432,CK_Hu6754,bronze,SC,Florianópolis,medium,False,atencao,enterprise
MRC_02433,CK_kO8193,gold,BA,Feira de Santana,medium,False,ok,basico
MRC_02434,CK_CF4268,bronze,RS,Pelotas,high,False,atencao,enterprise
MRC_02435,CK_Pw4186,silver,GO,Goiânia,low,False,atencao,basico
MRC_02436,CK_XQ2057,bronze,RS,Caxias do Sul,high,False,ok,enterprise
MRC_02437,CK_Jm5639,silver,SP,São Paulo,medium,False,saturado,basico
MRC_02438,CK_mC6520,silver,CE,Juazeiro do Norte,high,False,ok,pro
MRC_02439,CK_Lt5830,bronze,CE,Juazeiro do Norte,medium,False,atencao,basico
MRC_02440,CK_Ga5154,platinum,RS,Pelotas,medium,False,ok,pro
MRC_02441,CK_PE9404,gold,MG,Juiz de Fora,high,False,saturado,basico
MRC_02442,CK_Od6044,gold,PE,Recife,low,False,atencao,pro
MRC_02443,CK_OD9079,gold,PR,Londrina,low,True,ok,pro
MRC_02444,CK_Zg7278,bronze,SC,Florianópolis,low,False,ok,enterprise
MRC_02445,CK_Tj0509,silver,CE,Juazeiro do Norte,high,False,atencao,pro
MRC_02446,CK_hd2216,bronze,RS,Porto Alegre,medium,False,atencao,basico
MRC_02447,CK_Ir7051,bronze,RS,Caxias do Sul,medium,True,saturado,basico
MRC_02448,CK_Ru3905,platinum,PE,Recife,high,True,ok,pro
MRC_02449,CK_aQ2958,silver,PE,Caruaru,medium,False,ok,basico
MRC_02450,CK_mW6601,silver,RJ,Niterói,high,False,ok,pro
MRC_02451,CK_lC8241,bronze,RJ,Rio de Janeiro,medium,False,ok,basico
MRC_02452,CK_SG0493,silver,MG,Juiz de Fora,high,False,ok,pro
MRC_02453,CK_rJ6204,bronze,MG,Juiz de Fora,low,False,ok,pro
MRC_02454,CK_KS5157,bronze,SP,Campinas,low,False,ok,basico
MRC_02455,CK_hf1971,bronze,MG,Belo Horizonte,medium,False,ok,pro
MRC_02456,CK_LO2125,silver,BA,Feira de Santana,medium,False,ok,basico
MRC_02457,CK_Ox0203,silver,PE,Caruaru,medium,False,atencao,basico
MRC_02458,CK_RP7134,bronze,SC,Blumenau,medium,False,ok,enterprise
MRC_02459,CK_yT3240,gold,BA,Salvador,low,False,ok,basico
MRC_02460,CK_Ku4242,bronze,PR,Curitiba,medium,False,ok,pro
MRC_02461,CK_ml6334,silver,RS,Porto Alegre,medium,True,ok,pro
MRC_02462,CK_fF4474,platinum,MG,Juiz de Fora,low,True,saturado,pro
MRC_02463,CK_XP5955,silver,RS,Pelotas,medium,False,ok,basico
MRC_02464,CK_Ly8720,gold,CE,Fortaleza,medium,False,atencao,pro
MRC_02465,CK_SB2893,platinum,SP,Ribeirão Preto,medium,False,ok,basico
MRC_02466,CK_SG5435,silver,CE,Fortaleza,low,False,atencao,basico
MRC_02467,CK_Xn8418,gold,SP,Santos,high,False,ok,enterprise
MRC_02468,CK_ch4374,gold,RJ,Niterói,medium,False,ok,basico
MRC_02469,CK_DL8272,bronze,RS,Porto Alegre,low,False,atencao,pro
MRC_02470,CK_QL5596,bronze,SP,Campinas,medium,False,ok,basico
MRC_02471,CK_ak0515,platinum,GO,Goiânia,high,False,atencao,basico
MRC_02472,CK_Pg6755,gold,BA,Salvador,medium,False,ok,basico
MRC_02473,CK_DI2542,bronze,SP,Ribeirão Preto,high,False,atencao,basico
MRC_02474,CK_DL2079,silver,SP,Campinas,low,True,saturado,basico
MRC_02475,CK_pq9667,gold,BA,Salvador,high,False,saturado,basico
MRC_02476,CK_Rz5957,silver,RS,Caxias do Sul,medium,False,ok,pro
MRC_02477,CK_gA4038,silver,RS,Porto Alegre,low,True,ok,basico
MRC_02478,CK_Lb6496,gold,BA,Feira de Santana,medium,False,saturado,basico
MRC_02479,CK_MS2824,silver,CE,Juazeiro do Norte,high,False,atencao,basico
MRC_02480,CK_iQ8392,silver,GO,Anápolis,high,False,ok,pro
MRC_02481,CK_YX5014,gold,SC,Joinville,medium,False,ok,basico
MRC_02482,CK_kD2576,gold,PR,Maringá,low,False,ok,enterprise
MRC_02483,CK_tt0232,silver,GO,Anápolis,medium,False,saturado,basico
MRC_02484,CK_Bf1233,bronze,RS,Caxias do Sul,low,False,ok,basico
MRC_02485,CK_aE3285,silver,SC,Joinville,low,False,ok,basico
MRC_02486,CK_JR2517,platinum,RJ,Niterói,medium,True,atencao,basico
MRC_02487,CK_DT6376,bronze,MG,Juiz de Fora,high,False,saturado,pro
MRC_02488,CK_uW3162,bronze,SP,Ribeirão Preto,medium,False,atencao,basico
MRC_02489,CK_RU2654,silver,BA,Feira de Santana,low,False,ok,basico
MRC_02490,CK_ew6968,gold,BA,Salvador,medium,False,ok,basico
MRC_02491,CK_Ml7903,bronze,SP,Ribeirão Preto,high,False,saturado,basico
MRC_02492,CK_Ga3555,bronze,MG,Uberlândia,high,True,atencao,enterprise
MRC_02493,CK_Po9961,bronze,PR,Curitiba,medium,False,atencao,pro
MRC_02494,CK_nt2730,gold,MG,Uberlândia,high,False,atencao,basico
MRC_02495,CK_Pl6156,bronze,SC,Joinville,high,False,ok,basico
MRC_02496,CK_yR6244,bronze,MG,Uberlândia,low,False,atencao,enterprise
MRC_02497,CK_lk7046,silver,SC,Florianópolis,medium,False,ok,pro
MRC_02498,CK_Zf6817,gold,MG,Juiz de Fora,high,False,ok,enterprise
MRC_02499,CK_ku5160,silver,PR,Curitiba,medium,False,atencao,basico
MRC_02500,CK_RD2986,bronze,PR,Maringá,low,False,ok,basico
MRC_02501,CK_Xd0766,silver,RS,Porto Alegre,medium,False,ok,pro
MRC_02502,CK_MZ4641,platinum,SP,São Paulo,medium,False,ok,pro
MRC_02503,CK_Tv7857,silver,PR,Londrina,high,False,ok,pro
MRC_02504,CK_BI8512,platinum,SC,Blumenau,medium,False,atencao,basico
MRC_02505,CK_vT6120,gold,PR,Maringá,medium,False,atencao,pro
MRC_02506,CK_NU9438,bronze,RS,Pelotas,high,True,ok,basico
MRC_02507,CK_sc7607,silver,BA,Feira de Santana,medium,False,ok,basico
MRC_02508,CK_dM1775,bronze,SC,Joinville,low,False,ok,pro
MRC_02509,CK_Rs5465,silver,RS,Porto Alegre,high,False,ok,pro
MRC_02510,CK_sw0842,bronze,CE,Fortaleza,medium,False,atencao,pro
MRC_02511,CK_tO6075,bronze,CE,Juazeiro do Norte,medium,True,ok,enterprise
MRC_02512,CK_Uc0915,platinum,RJ,Rio de Janeiro,medium,False,atencao,pro
MRC_02513,CK_fI8632,bronze,MG,Uberlândia,low,False,ok,pro
MRC_02514,CK_Br1227,gold,SP,Campinas,high,False,ok,pro
MRC_02515,CK_UH5793,bronze,PE,Caruaru,medium,False,ok,basico
MRC_02516,CK_ux9701,bronze,GO,Anápolis,medium,False,ok,pro
MRC_02517,CK_yG0291,gold,RS,Caxias do Sul,low,False,atencao,basico
MRC_02518,CK_zb1546,silver,BA,Feira de Santana,medium,False,ok,pro
MRC_02519,CK_hY2416,gold,GO,Anápolis,high,False,ok,basico
MRC_02520,CK_NG3944,bronze,BA,Feira de Santana,high,False,saturado,basico
MRC_02521,CK_KE8305,silver,GO,Goiânia,high,False,atencao,basico
MRC_02522,CK_rG3642,gold,RS,Pelotas,medium,True,ok,pro
MRC_02523,CK_Rs0962,silver,PE,Caruaru,high,True,saturado,basico
MRC_02524,CK_bY4063,silver,GO,Goiânia,medium,False,ok,basico
MRC_02525,CK_DM6244,platinum,RS,Porto Alegre,high,False,atencao,pro
MRC_02526,CK_bT5133,silver,PR,Maringá,high,False,ok,basico
MRC_02527,CK_sU5319,platinum,PE,Caruaru,medium,False,atencao,basico
MRC_02528,CK_OM9796,gold,SC,Florianópolis,medium,False,ok,basico
MRC_02529,CK_Ja5867,gold,BA,Salvador,low,False,ok,pro
MRC_02530,CK_Cj5555,bronze,CE,Fortaleza,medium,False,atencao,pro
MRC_02531,CK_Sk7738,bronze,MG,Belo Horizonte,high,False,atencao,enterprise
MRC_02532,CK_QK6460,gold,CE,Fortaleza,low,False,atencao,basico
MRC_02533,CK_fn1785,bronze,PE,Recife,low,True,atencao,basico
MRC_02534,CK_Wu8544,bronze,SC,Joinville,low,False,ok,basico
MRC_02535,CK_NL7702,bronze,BA,Salvador,high,False,ok,enterprise
MRC_02536,CK_BA2959,bronze,SC,Blumenau,medium,False,atencao,pro
MRC_02537,CK_py0487,platinum,GO,Goiânia,low,False,atencao,pro
MRC_02538,CK_hg8269,gold,BA,Salvador,medium,True,ok,enterprise
MRC_02539,CK_Ks6331,silver,GO,Goiânia,medium,False,ok,basico
MRC_02540,CK_Aw2268,bronze,RS,Porto Alegre,medium,False,ok,basico
MRC_02541,CK_uX3694,gold,PE,Recife,high,False,saturado,pro
MRC_02542,CK_II5158,silver,RS,Pelotas,medium,False,ok,pro
MRC_02543,CK_WD6367,platinum,RJ,Niterói,medium,False,ok,pro
MRC_02544,CK_zs4722,silver,SC,Joinville,low,False,ok,pro
MRC_02545,CK_Pl0857,bronze,GO,Goiânia,low,False,atencao,pro
MRC_02546,CK_AA1696,silver,PR,Maringá,medium,False,atencao,enterprise
MRC_02547,CK_iN3093,platinum,RS,Pelotas,medium,False,atencao,pro
MRC_02548,CK_KU9819,silver,RJ,Petrópolis,medium,False,atencao,basico
MRC_02549,CK_pk6059,silver,SP,Ribeirão Preto,low,False,ok,pro
MRC_02550,CK_bV9715,bronze,CE,Juazeiro do Norte,low,False,ok,pro
MRC_02551,CK_mk9688,gold,BA,Salvador,high,False,atencao,pro
MRC_02552,CK_ET7532,gold,RJ,Rio de Janeiro,medium,False,ok,basico
MRC_02553,CK_eb3524,bronze,PE,Caruaru,high,True,ok,basico
MRC_02554,CK_pR3977,silver,RS,Porto Alegre,high,True,atencao,basico
MRC_02555,CK_DG9732,bronze,PE,Recife,medium,False,atencao,enterprise
MRC_02556,CK_pD1952,bronze,CE,Juazeiro do Norte,high,False,saturado,basico
MRC_02557,CK_HE1006,bronze,PR,Maringá,medium,False,saturado,basico
MRC_02558,CK_TI6164,bronze,SC,Joinville,low,True,ok,pro
MRC_02559,CK_CE1980,silver,SC,Florianópolis,medium,False,saturado,enterprise
MRC_02560,CK_xz0460,bronze,PE,Caruaru,medium,True,ok,pro
MRC_02561,CK_gj8761,bronze,GO,Goiânia,medium,False,atencao,enterprise
MRC_02562,CK_xA4912,gold,PR,Curitiba,medium,False,ok,pro
MRC_02563,CK_nq5237,silver,SC,Florianópolis,medium,False,ok,enterprise
MRC_02564,CK_TF1517,silver,PR,Maringá,low,True,saturado,basico
MRC_02565,CK_SC3454,silver,RJ,Rio de Janeiro,low,True,ok,basico
MRC_02566,CK_rM5749,silver,PR,Curitiba,low,False,atencao,pro
MRC_02567,CK_sb0228,bronze,MG,Belo Horizonte,low,False,ok,basico
MRC_02568,CK_Ts3595,gold,CE,Juazeiro do Norte,medium,False,ok,enterprise
MRC_02569,CK_ET4294,bronze,SC,Joinville,medium,False,ok,basico
MRC_02570,CK_jM7422,silver,PR,Londrina,low,True,atencao,basico
MRC_02571,CK_bn4643,bronze,PE,Caruaru,high,False,ok,basico
MRC_02572,CK_aq9429,gold,SP,São Paulo,high,False,ok,pro
MRC_02573,CK_EN5886,silver,MG,Uberlândia,medium,False,atencao,basico
MRC_02574,CK_Gu2529,silver,MG,Uberlândia,high,False,ok,basico
MRC_02575,CK_Pk8567,bronze,GO,Anápolis,medium,False,ok,enterprise
MRC_02576,CK_ya8727,silver,PR,Maringá,low,False,saturado,enterprise
MRC_02577,CK_no1534,platinum,GO,Goiânia,high,False,ok,basico
MRC_02578,CK_Pm2491,gold,GO,Goiânia,low,False,ok,pro
MRC_02579,CK_Oa5779,bronze,SP,Santos,high,False,atencao,pro
MRC_02580,CK_Qc8335,bronze,RJ,Petrópolis,medium,False,atencao,basico
MRC_02581,CK_er6158,platinum,PR,Curitiba,medium,False,atencao,pro
MRC_02582,CK_Zd8881,silver,RS,Pelotas,medium,False,saturado,basico
MRC_02583,CK_pq7983,silver,SC,Blumenau,medium,False,ok,basico
MRC_02584,CK_lc2337,platinum,GO,Goiânia,low,True,saturado,pro
MRC_02585,CK_fV9484,gold,CE,Fortaleza,medium,False,saturado,pro
MRC_02586,CK_td3128,silver,BA,Feira de Santana,high,False,atencao,basico
MRC_02587,CK_WL3339,silver,CE,Juazeiro do Norte,medium,True,ok,pro
MRC_02588,CK_Yd7718,bronze,SP,Ribeirão Preto,low,False,atencao,pro
MRC_02589,CK_hC5137,gold,SP,Ribeirão Preto,medium,False,ok,pro
MRC_02590,CK_IL1731,bronze,PE,Recife,high,False,atencao,pro
MRC_02591,CK_Ka3974,bronze,RJ,Petrópolis,medium,False,ok,pro
MRC_02592,CK_XP9617,bronze,SC,Florianópolis,medium,False,atencao,basico
MRC_02593,CK_aq3997,bronze,GO,Goiânia,high,False,atencao,basico
MRC_02594,CK_Ol6947,silver,CE,Fortaleza,medium,False,ok,pro
MRC_02595,CK_sP5878,silver,BA,Feira de Santana,medium,False,atencao,pro
MRC_02596,CK_vr4483,silver,SP,Ribeirão Preto,high,False,ok,basico
MRC_02597,CK_hW8847,bronze,SP,Santos,high,False,atencao,basico
MRC_02598,CK_GE2705,platinum,RJ,Petrópolis,low,False,ok,pro
MRC_02599,CK_WB7221,bronze,BA,Salvador,low,False,atencao,basico
MRC_02600,CK_OR4175,gold,BA,Salvador,high,False,ok,basico
MRC_02601,CK_Wo8231,platinum,RJ,Rio de Janeiro,low,False,ok,basico
MRC_02602,CK_uX3484,silver,SP,Campinas,high,True,ok,basico
MRC_02603,CK_Nn8714,silver,SC,Blumenau,low,True,atencao,basico
MRC_02604,CK_mX9252,platinum,PR,Maringá,medium,False,atencao,basico
MRC_02605,CK_Qk6229,bronze,PR,Londrina,low,False,ok,pro
MRC_02606,CK_YA5879,silver,RJ,Niterói,high,False,ok,basico
MRC_02607,CK_tx4347,silver,BA,Salvador,high,False,ok,pro
MRC_02608,CK_Vu2455,bronze,GO,Goiânia,medium,False,saturado,pro
MRC_02609,CK_zW7469,gold,RJ,Petrópolis,high,False,atencao,basico
MRC_02610,CK_Aw6060,gold,SC,Joinville,low,False,ok,basico
MRC_02611,CK_Tm2740,gold,RJ,Petrópolis,low,False,ok,pro
MRC_02612,CK_bu3445,bronze,MG,Juiz de Fora,high,False,ok,basico
MRC_02613,CK_JV6658,bronze,CE,Fortaleza,high,False,atencao,basico
MRC_02614,CK_Cr3398,silver,BA,Salvador,high,False,ok,basico
MRC_02615,CK_uU1132,bronze,PE,Caruaru,high,False,atencao,basico
MRC_02616,CK_XQ7970,silver,PE,Recife,medium,False,ok,pro
MRC_02617,CK_ML6734,silver,BA,Salvador,low,False,ok,pro
MRC_02618,CK_Ov6010,silver,SC,Blumenau,high,False,ok,basico
MRC_02619,CK_sh4857,silver,MG,Belo Horizonte,medium,False,atencao,enterprise
MRC_02620,CK_XU7215,silver,MG,Juiz de Fora,medium,False,saturado,basico
MRC_02621,CK_tK6229,bronze,SP,Ribeirão Preto,medium,False,ok,pro
MRC_02622,CK_pu3817,bronze,CE,Fortaleza,low,False,ok,pro
MRC_02623,CK_Hs9848,silver,PR,Londrina,high,False,ok,pro
MRC_02624,CK_xX0215,silver,RS,Porto Alegre,low,False,atencao,basico
MRC_02625,CK_Do7325,gold,SC,Blumenau,high,False,atencao,pro
MRC_02626,CK_RT7553,gold,RS,Porto Alegre,medium,False,ok,basico
MRC_02627,CK_ih4490,platinum,RS,Pelotas,medium,False,ok,basico
MRC_02628,CK_Zd6667,bronze,BA,Feira de Santana,medium,True,atencao,basico
MRC_02629,CK_bK8085,bronze,PE,Caruaru,low,False,atencao,pro
MRC_02630,CK_YI6085,bronze,PE,Caruaru,medium,False,ok,basico
MRC_02631,CK_Oe7495,gold,PR,Maringá,medium,False,atencao,basico
MRC_02632,CK_Xh1918,silver,BA,Salvador,medium,False,atencao,basico
MRC_02633,CK_KD8281,gold,RS,Pelotas,low,False,ok,basico
MRC_02634,CK_rD9316,silver,GO,Goiânia,low,False,ok,basico
MRC_02635,CK_lP7251,platinum,PE,Caruaru,low,True,ok,enterprise
MRC_02636,CK_XS9578,platinum,SC,Florianópolis,medium,False,atencao,basico
MRC_02637,CK_sa6069,bronze,SC,Florianópolis,low,False,atencao,basico
MRC_02638,CK_ou9600,silver,SP,Ribeirão Preto,high,False,saturado,pro
MRC_02639,CK_LR6243,silver,RJ,Rio de Janeiro,medium,True,ok,pro
MRC_02640,CK_XK5873,bronze,GO,Goiânia,high,False,atencao,pro
MRC_02641,CK_Xj5923,silver,PE,Caruaru,high,False,ok,pro
MRC_02642,CK_bI3421,silver,MG,Juiz de Fora,low,False,ok,basico
MRC_02643,CK_we9028,bronze,PE,Caruaru,high,False,atencao,pro
MRC_02644,CK_mt5533,silver,SP,Santos,medium,False,saturado,pro
MRC_02645,CK_nX2643,silver,SC,Florianópolis,high,False,ok,pro
MRC_02646,CK_hy5027,bronze,RS,Pelotas,high,False,saturado,enterprise
MRC_02647,CK_dC0736,silver,MG,Uberlândia,low,False,ok,pro
MRC_02648,CK_Xy7633,bronze,BA,Feira de Santana,medium,False,ok,pro
MRC_02649,CK_GL9112,gold,CE,Juazeiro do Norte,medium,False,ok,basico
MRC_02650,CK_hF8123,bronze,RS,Porto Alegre,medium,False,atencao,basico
MRC_02651,CK_mn9556,gold,CE,Juazeiro do Norte,low,False,ok,enterprise
MRC_02652,CK_qG1857,silver,GO,Anápolis,low,False,ok,pro
MRC_02653,CK_yZ1700,bronze,RJ,Niterói,medium,False,ok,basico
MRC_02654,CK_xt6615,silver,MG,Belo Horizonte,medium,False,atencao,pro
MRC_02655,CK_Sf1643,silver,PR,Maringá,high,False,ok,basico
MRC_02656,CK_UP6704,silver,MG,Juiz de Fora,high,False,ok,pro
MRC_02657,CK_lK5023,silver,PE,Caruaru,medium,False,atencao,enterprise
MRC_02658,CK_iS0282,silver,SC,Florianópolis,low,False,atencao,basico
MRC_02659,CK_Zn7009,bronze,PE,Caruaru,low,False,ok,basico
MRC_02660,CK_kA4596,bronze,PE,Recife,medium,False,ok,basico
MRC_02661,CK_VZ2282,gold,GO,Goiânia,high,False,atencao,enterprise
MRC_02662,CK_bF2512,silver,RS,Porto Alegre,medium,True,ok,pro
MRC_02663,CK_qN3465,bronze,PR,Londrina,medium,False,atencao,pro
MRC_02664,CK_bE5005,gold,PR,Curitiba,high,False,ok,pro
MRC_02665,CK_Iy0260,bronze,PE,Caruaru,high,False,ok,basico
MRC_02666,CK_ga9822,gold,CE,Fortaleza,low,False,ok,basico
MRC_02667,CK_eh5316,bronze,GO,Anápolis,low,False,saturado,pro
MRC_02668,CK_Ci7768,bronze,PE,Caruaru,medium,False,saturado,enterprise
MRC_02669,CK_Eq9047,platinum,RJ,Niterói,medium,False,saturado,basico
MRC_02670,CK_NQ2585,bronze,SC,Florianópolis,high,False,ok,basico
MRC_02671,CK_mi1779,gold,RS,Porto Alegre,low,False,atencao,basico
MRC_02672,CK_oQ3822,bronze,BA,Salvador,low,False,ok,pro
MRC_02673,CK_Ng1164,silver,RJ,Niterói,high,False,atencao,basico
MRC_02674,CK_UQ3342,gold,CE,Juazeiro do Norte,high,False,ok,enterprise
MRC_02675,CK_HH4579,bronze,MG,Uberlândia,high,False,atencao,basico
MRC_02676,CK_Bx9425,gold,MG,Uberlândia,medium,False,saturado,basico
MRC_02677,CK_Od2906,silver,RJ,Rio de Janeiro,medium,False,ok,basico
MRC_02678,CK_Oc3202,silver,PE,Recife,low,False,ok,enterprise
MRC_02679,CK_aK3265,silver,BA,Salvador,low,False,ok,basico
MRC_02680,CK_OK7753,gold,SP,Campinas,medium,False,ok,basico
MRC_02681,CK_Nq6737,bronze,SP,Ribeirão Preto,medium,False,ok,basico
MRC_02682,CK_PX8714,bronze,CE,Juazeiro do Norte,low,False,atencao,pro
MRC_02683,CK_qv8552,gold,PE,Caruaru,high,False,ok,basico
MRC_02684,CK_Qv7871,gold,PR,Curitiba,low,False,atencao,pro
MRC_02685,CK_BP8415,bronze,PR,Curitiba,high,False,ok,basico
MRC_02686,CK_oD0821,silver,RS,Porto Alegre,low,True,ok,enterprise
MRC_02687,CK_iw1184,silver,BA,Feira de Santana,high,False,ok,pro
MRC_02688,CK_fG4768,silver,BA,Salvador,low,False,ok,basico
MRC_02689,CK_jR2683,bronze,MG,Juiz de Fora,high,False,atencao,enterprise
MRC_02690,CK_HM3035,silver,GO,Anápolis,low,False,ok,basico
MRC_02691,CK_dZ2988,bronze,CE,Juazeiro do Norte,medium,False,atencao,pro
MRC_02692,CK_SH8583,gold,SP,São Paulo,high,False,ok,basico
MRC_02693,CK_Rk2521,gold,CE,Juazeiro do Norte,low,False,saturado,basico
MRC_02694,CK_NB9328,silver,PR,Londrina,low,True,atencao,basico
MRC_02695,CK_sy3406,bronze,PR,Londrina,high,False,ok,pro
MRC_02696,CK_ui8677,bronze,RJ,Rio de Janeiro,high,False,ok,basico
MRC_02697,CK_TJ4014,silver,RS,Pelotas,low,False,ok,pro
MRC_02698,CK_ed4399,gold,BA,Salvador,low,False,atencao,basico
MRC_02699,CK_kW6227,bronze,SC,Blumenau,low,True,ok,pro
MRC_02700,CK_zL3626,silver,CE,Fortaleza,low,False,atencao,pro
MRC_02701,CK_or3351,bronze,PR,Maringá,high,False,ok,pro
MRC_02702,CK_Rj2619,bronze,GO,Anápolis,medium,False,ok,pro
MRC_02703,CK_Wu3724,bronze,MG,Belo Horizonte,medium,False,ok,basico
MRC_02704,CK_Hg0184,bronze,SP,Campinas,high,False,ok,basico
MRC_02705,CK_th9737,bronze,RS,Caxias do Sul,medium,False,atencao,basico
MRC_02706,CK_eW8972,silver,GO,Anápolis,medium,False,ok,enterprise
MRC_02707,CK_qh5406,gold,RS,Caxias do Sul,medium,False,atencao,pro
MRC_02708,CK_TS7692,gold,RJ,Niterói,medium,False,atencao,pro
MRC_02709,CK_gf7438,bronze,SC,Florianópolis,medium,False,ok,enterprise
MRC_02710,CK_QF9953,bronze,PR,Curitiba,low,False,ok,enterprise
MRC_02711,CK_Xr6601,bronze,MG,Belo Horizonte,low,False,ok,pro
MRC_02712,CK_AQ4485,bronze,GO,Anápolis,low,False,atencao,pro
MRC_02713,CK_gT4510,silver,RS,Caxias do Sul,low,False,ok,enterprise
MRC_02714,CK_oL7397,silver,BA,Feira de Santana,medium,False,ok,pro
MRC_02715,CK_JM6417,bronze,RJ,Niterói,medium,False,ok,pro
MRC_02716,CK_Qy9698,bronze,BA,Feira de Santana,medium,False,ok,pro
MRC_02717,CK_YP0919,bronze,MG,Belo Horizonte,low,False,saturado,pro
MRC_02718,CK_Wp1911,bronze,GO,Anápolis,medium,False,atencao,basico
MRC_02719,CK_zT5996,gold,RJ,Niterói,low,False,ok,pro
MRC_02720,CK_KH0577,bronze,GO,Goiânia,medium,False,atencao,pro
MRC_02721,CK_nK0660,silver,PR,Maringá,high,False,saturado,basico
MRC_02722,CK_sA2051,silver,PE,Caruaru,low,False,ok,basico
MRC_02723,CK_Rw0745,gold,RJ,Petrópolis,high,False,atencao,enterprise
MRC_02724,CK_Yd5347,gold,BA,Salvador,high,False,ok,pro
MRC_02725,CK_nJ5742,gold,MG,Uberlândia,low,False,atencao,basico
MRC_02726,CK_Xl8565,bronze,SC,Florianópolis,low,False,atencao,basico
MRC_02727,CK_NI7155,silver,PR,Curitiba,high,False,saturado,pro
MRC_02728,CK_Uf3541,gold,PE,Caruaru,low,False,ok,basico
MRC_02729,CK_Ol6597,bronze,SC,Florianópolis,high,False,atencao,basico
MRC_02730,CK_wv6347,silver,SP,Ribeirão Preto,medium,False,ok,pro
MRC_02731,CK_ub7522,gold,PR,Londrina,low,False,ok,pro
MRC_02732,CK_GS1394,silver,MG,Juiz de Fora,low,False,saturado,enterprise
MRC_02733,CK_lz8488,bronze,RS,Caxias do Sul,medium,False,atencao,basico
MRC_02734,CK_fT9131,bronze,RJ,Niterói,medium,False,ok,basico
MRC_02735,CK_Tv9642,silver,GO,Anápolis,medium,False,atencao,basico
MRC_02736,CK_yg8562,bronze,MG,Uberlândia,high,False,ok,basico
MRC_02737,CK_uo4991,silver,RJ,Niterói,high,False,ok,basico
MRC_02738,CK_jQ7038,gold,SC,Blumenau,low,False,atencao,pro
MRC_02739,CK_So4073,bronze,GO,Goiânia,high,False,ok,basico
MRC_02740,CK_ja3373,gold,CE,Juazeiro do Norte,high,False,ok,enterprise
MRC_02741,CK_EC4309,silver,BA,Feira de Santana,high,False,atencao,basico
MRC_02742,CK_mA6889,bronze,SP,Campinas,medium,False,ok,pro
MRC_02743,CK_OK2896,gold,PR,Londrina,high,False,ok,enterprise
MRC_02744,CK_Bx6454,gold,MG,Uberlândia,medium,False,ok,basico
MRC_02745,CK_we5358,silver,SP,Campinas,medium,True,saturado,basico
MRC_02746,CK_Li2538,gold,RS,Caxias do Sul,high,True,atencao,pro
MRC_02747,CK_ug1878,gold,RJ,Niterói,low,False,ok,pro
MRC_02748,CK_oD9358,gold,RJ,Niterói,low,False,ok,pro
MRC_02749,CK_NC4907,silver,MG,Juiz de Fora,high,True,atencao,basico
MRC_02750,CK_kb7961,gold,PE,Caruaru,low,False,atencao,pro
MRC_02751,CK_wE8780,platinum,PE,Recife,high,False,ok,pro
MRC_02752,CK_Ur2151,gold,CE,Juazeiro do Norte,high,False,ok,basico
MRC_02753,CK_FB9409,bronze,BA,Feira de Santana,low,False,saturado,enterprise
MRC_02754,CK_tI2637,silver,GO,Anápolis,medium,False,ok,pro
MRC_02755,CK_ZG4539,silver,RS,Caxias do Sul,high,False,ok,pro
MRC_02756,CK_ua6289,bronze,SP,Santos,medium,False,atencao,pro
MRC_02757,CK_hX9059,platinum,PE,Recife,high,False,ok,pro
MRC_02758,CK_AU1918,bronze,CE,Fortaleza,high,False,ok,basico
MRC_02759,CK_XW2339,bronze,CE,Fortaleza,medium,False,saturado,pro
MRC_02760,CK_Uh2207,platinum,MG,Juiz de Fora,low,False,ok,pro
MRC_02761,CK_KS5116,silver,RS,Pelotas,high,False,ok,pro
MRC_02762,CK_iv6667,bronze,SC,Florianópolis,medium,False,ok,enterprise
MRC_02763,CK_lT2145,silver,GO,Anápolis,low,False,atencao,basico
MRC_02764,CK_lq6471,silver,BA,Salvador,high,False,atencao,basico
MRC_02765,CK_PO6335,bronze,PR,Londrina,high,False,ok,pro
MRC_02766,CK_Hq1571,platinum,MG,Uberlândia,medium,False,atencao,pro
MRC_02767,CK_dR0908,silver,GO,Goiânia,medium,False,ok,basico
MRC_02768,CK_Ha5120,silver,PR,Londrina,medium,False,ok,pro
MRC_02769,CK_bZ0564,silver,PR,Maringá,high,False,atencao,basico
MRC_02770,CK_lm9951,silver,RS,Caxias do Sul,high,False,ok,basico
MRC_02771,CK_nw9728,bronze,RS,Porto Alegre,high,False,saturado,enterprise
